ID,Sentence A,Sentence B
1,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. 
2,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. 
3,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. 
4,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. 
5,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. 
6,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. 
7,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
8,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
9,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
10,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
11,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
12,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
13,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
14,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
15,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
16,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
17,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
18,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
19,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
20,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
21,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
22,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
23,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
24,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
25,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
26,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
27,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
28,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
29,50. 나는 자율주행 중에도 운전자의 지속적인 주시가 필요하다고 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
30,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. 
31,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. 
32,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. 
33,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. 
34,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. 
35,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
36,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
37,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
38,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
39,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
40,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
41,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
42,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
43,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
44,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
45,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
46,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
47,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
48,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
49,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
50,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
51,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
52,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
53,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
54,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
55,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
56,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
57,51. 나는 제어권 전환으로 인한 수동 운전 가능성을 항상 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
58,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. 
59,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. 
60,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. 
61,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. 
62,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
63,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
64,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
65,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
66,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
67,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
68,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
69,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
70,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
71,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
72,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
73,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
74,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
75,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
76,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
77,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
78,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
79,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
80,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
81,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
82,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
83,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
84,42. 자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
85,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. 
86,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. 
87,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. 
88,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
89,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
90,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
91,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
92,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
93,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
94,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
95,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
96,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
97,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
98,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
99,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
100,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
101,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
102,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
103,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
104,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
105,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
106,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
107,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
108,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
109,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
110,43. 제어권 전환 상황이 발생했을 때 제어권을 바로 이양받지 않으면 안된다고 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
