ID,Sentence A,Sentence B
111,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. 
112,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. 
113,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
114,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
115,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
116,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
117,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
118,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
119,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
120,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
121,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
122,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
123,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
124,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
125,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
126,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
127,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
128,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
129,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
130,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
131,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
132,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
133,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
134,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
135,6. 조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
136,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. 
137,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
138,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
139,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
140,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
141,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
142,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
143,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
144,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
145,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
146,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
147,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
148,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
149,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
150,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
151,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
152,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
153,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
154,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
155,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
156,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
157,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
158,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
159,9. 여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
160,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. 
161,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
162,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
163,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
164,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
165,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
166,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
167,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
168,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
169,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
170,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
171,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
172,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
173,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
174,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
175,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
176,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
177,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
178,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
179,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
180,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
181,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
182,37. 나는 자율 주행 시스템의 한계점을 항상 숙지하고자 합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
183,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,40. 나는 자율주행 중 졸음에 경각심이 있습니다. 
184,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
185,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
186,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
187,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
188,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
189,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
190,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
191,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
192,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
193,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
194,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
195,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
196,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
197,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
198,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
199,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
200,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
201,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
202,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
203,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
204,38. 나는 자율 주행 시스템 기능들의 표기 위치 (e.g. 앞 차량간 간격을 맞춰주는 기능이 활성화 되어 있음을 알려주는 visual cue의 위치)를 숙지하려고 합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
205,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,48. 나는 교차로나 복잡한 구간에서는 직접 운전하는 것이 안전하다고 생각합니다. 
206,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,15. 나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다. 
207,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,53. 나는 기상 악화나 야간 운전 시 자율주행 사용을 자제합니다. 
208,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,47. 나는 자율주행을 보조 수단으로 간주합니다. 
209,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,46. 나는 자율 주행 시스템이 돌발 상황에 완벽히 대응하지 못한다고 생각합니다. 
210,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. "
211,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. 
212,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
213,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
214,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
215,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
216,40. 나는 자율주행 중 졸음에 경각심이 있습니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
