ID,Sentence A,Sentence B
330,"39. 나는 최근 자율주행 관련 이슈, 뉴스 등에 관심이 있습니다. ",14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
331,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. 
332,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
333,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
334,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
335,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
336,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
337,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
338,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
339,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
340,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
341,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
342,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
343,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
344,16. 내가 술을 마셨을 때 자율 주행 차량을 운전하는 것은 괜찮습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
345,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. 
346,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
347,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
348,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
349,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
350,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
351,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
352,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
353,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
354,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
355,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
356,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
357,5. 조건부 자율 주행 시스템이 책임질 것이기 때문에 나는 교통 법규를 위반해도 괜찮습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
358,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). 
359,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
360,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
361,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
362,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
363,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
364,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
365,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
366,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
367,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
368,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
369,22. 자율 주행 사고율이 높다고 하는 환경에서도 시스템이 작동만 한다면 나는 자율주행 모드로 주행하고 싶습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
370,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. 
371,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
372,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
373,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
374,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
375,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
376,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
377,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
378,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
379,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
380,35. 나는 자율주행 기술을 스릴을 느끼는 데 활용합니다(복잡한 주행 환경에서 기술 사용 등). ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
381,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. 
382,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
383,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
384,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
385,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
386,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
387,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
388,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
389,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
390,18. 자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
391,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. "
392,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
393,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
394,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
395,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
396,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
397,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
398,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
399,8. 상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
400,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",24. 나는 자율주행 시스템을 과도하게 신뢰합니다. 
401,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
402,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
403,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
404,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
405,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
406,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
407,"13. 만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다. ",14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
408,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. 
409,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
410,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
411,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
412,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
413,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
414,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
415,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
416,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
417,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
418,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
419,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
420,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
421,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
422,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
423,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
424,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
425,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
426,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
427,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
428,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
429,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
430,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
431,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
432,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
433,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
434,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
435,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
